id,name,deepbias_detected,deep_label,prob_unif,prob_centre,prob_disc,prob_bounds,prob_gaps_clusters,status
aebb21be-1188-4c6f-b29f-36f413a081c8,PSODEOptimizer,True,bounds,0.44481644,0.002144954,0.1936164,0.29909754,0.060324658,ok
39b8a405-06a8-4ae7-a62f-1ec257e7993e,PSODEOptimizer,True,disc,0.48871335,0.0019586051,0.24253373,0.20807417,0.058720134,ok
31fb2e9e-e1b4-4efe-9418-14307ffad6ce,PSODEOptimizer,True,disc,0.46572763,0.0010708167,0.24810019,0.2237283,0.061373122,ok
d71aa0ef-deea-464e-957f-0e746ba2c73d,PSODEOptimizer,True,disc,0.48863417,0.0017941876,0.2601966,0.19023821,0.05913688,ok
57b7f4a8-b120-427c-a3f4-dc347dc243c8,PSODEOptimizer,True,disc,0.48863417,0.0017941876,0.2601966,0.19023821,0.05913688,ok
143757a0-93a3-4290-b9ed-0fdc4adcc4b9,PSODEOptimizer,True,bounds,0.5136826,0.001112905,0.18241438,0.18374833,0.11904176,ok
8e8c0627-bd5d-4e41-8844-158439ffa97d,PSODEOptimizer,False,unif,0.65172493,0.0021053583,0.21585965,0.077646546,0.052663457,ok
fd9932cd-7348-43b5-8c0e-62f64603996a,PSODEOptimizer,True,disc,0.46900254,0.0017912353,0.28682047,0.183927,0.058458775,ok
cd545a7e-976a-4811-8a79-5dab580be6f2,PSODEOptimizer,True,disc,0.47230262,0.00082711445,0.23827732,0.23029414,0.058298815,ok
dfc81983-be2a-4950-9087-9c670f99a6e4,PSODEOptimizer,True,disc,0.47387218,0.0017603606,0.2624933,0.21103103,0.0508431,ok
18a2d2b3-51eb-44d4-9d3e-71402410abc6,PSODEOptimizer,True,disc,0.49165043,0.0013592666,0.26597562,0.18640177,0.054612923,ok
2109a640-459a-4682-8110-bfa4b7461c05,PSODEOptimizer,True,disc,0.4724253,0.00093189545,0.31740284,0.15484282,0.054397076,ok
cdc0e42e-65b8-4c56-9ee8-92f67f0ba91c,PSODEOptimizer,True,disc,0.4587956,0.0009304392,0.3062602,0.1788446,0.055169225,ok
876b207a-94ae-4bd7-ab2c-fd49eeff74a1,PSODEOptimizer,True,disc,0.5373641,0.0022166604,0.23834905,0.17151389,0.050556272,ok
81d8b633-59c3-4912-b849-c6c963e345ed,PSODEOptimizer,False,unif,0.60216296,0.0023999433,0.21640702,0.10706874,0.07196135,ok
e23a5584-2977-4f6c-807f-f5274c5daebf,PSODEOptimizer,True,disc,0.48028272,0.0022788174,0.2912025,0.17007144,0.056164514,ok
0707e3bd-70e0-4c94-8ee2-26dff4c7fe2b,PSODEOptimizer,True,disc,0.460191,0.0014269232,0.29564586,0.19350846,0.04922779,ok
b2144789-fc29-442b-a8f2-522e88fb19ea,PSODEOptimizer,True,disc,0.38132593,0.00032884663,0.30076438,0.2744875,0.043093313,ok
ddfa0f2f-4d54-4590-8250-c35b8fad8a46,PSODEOptimizer,True,disc,0.48784384,0.0016793044,0.23106723,0.22422628,0.0551833,ok
